RefID,Database,Reference,LatDec,LongDec,Site ,SiteID,Country,ID,Ecosystem,SiteDescrip,Class,ShoulderSeason,Seas,Year.P,Years,SampleDays,Month.Numbers,SampMonths,Meth,Coll,Occ,GrowSL,CH4An,log.CH4,CH4.Pos,CH4Av,CH4Md,CH4Mx,NEPPer,ERPer,GEPPer,MAAT,MAP,TPer,AveGridTemp,TSoilA,TsoilB,TSoilDepth,WTAv,WTFit,WTMax,WTMin,WTFluc,SoilMoist,SoilMostD,Org,AL,Thaw,PfReg,PfConA,PfTh,pH,Sedge,Sphag,Moss,Trees,Shrubs,Annual.Temp,TotalID,CD_Pcp_An,BIOME
60,Olefeldt,"Moosavi & Crill, 1997, JGR",55.91,-98.42,"Thompson, Manitoba",Thompson,Canada,BP Lichen,Boreal Wetlands,Upland lichen ,PermBog,Y,TSF,1996,1994,118,5,MJuJAS,C,4,16,-,-,0.925312091,8.42,-1.58,-,5.21,-,-,-,-3.9,585,-,10.66,-,-,-,-,-25,-,-,-,-,-,-,-,-,S,-,N,-,P,A,A,A,A,-2.44,ThompsonPermBog,519.239,6
60,Olefeldt,"Moosavi & Crill, 1997, JGR",55.91,-98.42,"Thompson, Manitoba",Thompson,Canada,OBS feather moss,Boreal Wetlands,Upland feather moss,PermBog,Y,TSF,1997,1994,116,5,MJuJAS,C,4,16,-,-,0.977266212,9.49,-0.51,-,5.82,-,-,-,-3.9,585,-,10.66,-,-,-,-,-25,-,-,-,-,-,-,-,-,S,-,N,-,P,A,A,A,A,-2.44,ThompsonPermBog,519.239,6
60,Olefeldt,"Moosavi & Crill, 1997, JGR",55.91,-98.42,"Thompson, Manitoba",Thompson,Canada,OBS Lichen,Boreal Wetlands,Upland Lichen ,PermBog,Y,TSF,1997,1994,116,5,MJuJAS,C,4,16,-,-,0.993876915,9.86,-0.14,-,9.81,-,-,-,-3.9,585,-,10.66,-,-,-,-,-25,-,-,-,-,-,-,-,-,S,-,N,-,P,A,A,A,A,-2.44,ThompsonPermBog,519.239,6
60,Olefeldt,"Moosavi & Crill, 1997, JGR",55.91,-98.42,"Thompson, Manitoba",Thompson,Canada,OBS fen margin moss,Boreal Wetlands,Fen margin low water table,PermBog,Y,TSF,1997,1994,116,5,MJuJAS,C,4,16,-,-,1.006466042,10.15,0.15,-,8.84,-,-,-,-3.9,585,-,10.66,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,N,-,D,A,A,A,A,-2.44,ThompsonPermBog,519.239,6
60,Olefeldt,"Moosavi & Crill, 1997, JGR",55.91,-98.42,"Thompson, Manitoba",Thompson,Canada,BP sphagnum moss,Boreal Wetlands,Sphagnum moss ,PermBog,Y,TSF,1997,1994,118,5,MJuJAS,C,4,16,-,-,1.080265627,12.03,2.03,-,15.76,-,-,-,-3.9,585,-,10.66,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,N,-,D,A,A,A,A,-2.44,ThompsonPermBog,519.239,6
60,Olefeldt,"Moosavi & Crill, 1997, JGR",55.91,-98.42,"Thompson, Manitoba",Thompson,Canada,OBS fen,Boreal Wetlands,Fen,-,Y,TSF,1997,1994,109,5,MJuJAS,C,4,16,-,-,1.108226656,12.83,2.83,-,22.97,-,-,-,-3.9,585,-,10.66,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,N,-,D,A,A,A,A,-2.44,Thompson-,519.239,6
60,Olefeldt,"Moosavi & Crill, 1997, JGR",55.91,-98.42,"Thompson, Manitoba",Thompson,Canada,BP Pond ,Boreal Wetlands,Pond,-,Y,TSF,1997,1994,111,5,MJuJAS,C,5,17,-,-,2.212720154,163.2,153.2,-,916.9,-,-,-,-3.9,585,-,10.66,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,N,-,D,A,A,A,A,-2.44,Thompson-,519.239,6
60,Olefeldt,"Moosavi & Crill, 1997, JGR",55.91,-98.42,"Thompson, Manitoba",Thompson,Canada,BP Mire ,Boreal Wetlands,Brackish Mire ,-,Y,TSF,1997,1994,118,5,MJuJAS,C,4,16,-,-,-,-,-,-,3387,-,-,-,-3.9,585,-,10.66,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,N,-,D,A,A,A,A,-2.44,Thompson-,519.239,6
61,Olefeldt,"Moosavi et al., 1996, Global Biogeochemical Cycles",64.88,-147.5,"Fairbanks, Alaska, US",Fairbanks,USA,-,Bog,"Dry bog, palsa",PermBog,-,S,1996,1993,,1,J,C,6,14,-,-,1,10,0,-,-,-,-,-,-3.3,263,16,13.66,-,12.5,20,-40,-25,-,-,-,-,-,100,70,-,D,P,N,4.9,A,D,-,P,D,-1.21,FairbanksPermBog,263.217,6
61,Olefeldt,"Moosavi et al., 1996, Global Biogeochemical Cycles",64.88,-147.5,"Fairbanks, Alaska, US",Fairbanks,USA,-,Bog,"Dry bog, palsa",PermBog,-,S,1996,1992,-,1,J,C,6,14,-,-,1.041392685,11,1,-,-,-,-,-,-3.3,263,16,13.66,-,12.5,20,-40,-25,-,-,-,-,-,100,70,-,D,P,N,3.9,A,D,-,P,D,-2.21,FairbanksPermBog,263.217,6
61,Olefeldt,"Moosavi et al., 1996, Global Biogeochemical Cycles",64.88,-147.5,"Fairbanks, Alaska, US",Fairbanks,USA,-,Bog,Wet bog,Bog,-,S,1996,1993,,1,J,C,8,14,-,-,1.84509804,70,60,-,-,-,-,-,-3.3,263,16,13.66,-,10.5,20,-20,-20,-,-,-,-,-,100,70,-,D,P,N,5.7,D,D,-,A,D,-1.21,FairbanksBog,263.217,6
61,Olefeldt,"Moosavi et al., 1996, Global Biogeochemical Cycles",64.88,-147.5,"Fairbanks, Alaska, US",Fairbanks,USA,-,Bog,Wet bog,Bog,-,S,1996,1992,-,1,J,C,8,14,-,-,2.041392685,110,100,-,-,-,-,-,-3.3,263,16,13.66,-,10.5,20,-10,-15,-,-,-,-,-,100,70,-,D,P,N,4.7,D,D,-,A,D,-2.21,FairbanksBog,263.217,6
61,Olefeldt,"Moosavi et al., 1996, Global Biogeochemical Cycles",64.88,-147.5,"Fairbanks, Alaska, US",Fairbanks,USA,-,Bog,Mat,Marshes,-,S,1996,1992,-,1,J,C,9,14,-,-,2.553883027,358,348,-,-,-,-,-,-3.3,263,16,13.66,15.5,11,0-40 cm,-7,-7,-,-,-,-,-,100,-,-,D,A,N,4,D,D,A,A,A,-2.21,Fairbanks-,263.217,6
62,Olefeldt,"Morrissey and Livingston, 1992, JGR",69,-150,"Arctic Foothills, Alaska, US",ArcticFoothills,USA,-,Upland Tundra,Tussock tundra,UpTundra,-,S,1991,1987,-,1,J,C,15,1,-,-,1.1430148,13.9,3.9,0.2,-,-,-,-,-10,200,-,9.13,15,-,0,-,-,-,-,-,-,-,4,55,49,C,P,N,-,-,-,-,-,-,-8,ArcticFoothillsUpTundra,161.574,11
62,Olefeldt,"Morrissey and Livingston, 1992, JGR",70,-150,"Arctic Coastal Plain, Alaska, US",ArcticCoast,USA,-,Wet Tundra,Water table below surface,PermWet,-,S,1991,1987,-,1,J,C,31,1,-,-,1.330413773,21.4,11.4,6.1,-,-,-,-,-10,200,-,9.33,9.8,-,0,-10,-10,-,-,-,-,-,50,45,41,C,P,N,-,-,-,-,-,-,-8.13,ArcticCoastPermWet,139.82,11
62,Olefeldt,"Morrissey and Livingston, 1992, JGR",70,-150,"Arctic Coastal Plain, Alaska, US",ArcticCoast,USA,-,Wet Tundra,Water table at surface,PermWet,-,S,1991,1987,-,1,J,C,20,1,-,-,1.73479983,54.3,44.3,41.5,-,-,-,-,-10,200,-,9.33,9.8,-,0,-3,-3,0,-5,5,-,-,50,45,41,C,P,N,-,-,-,-,-,-,-8.13,ArcticCoastPermWet,139.82,11
62,Olefeldt,"Morrissey and Livingston, 1992, JGR",70,-150,"Arctic Coastal Plain, Alaska, US",ArcticCoast,USA,-,Wet Tundra,Water table above surface,PermWet,-,S,1991,1987,-,1,J,C,22,1,-,-,1.948412966,88.8,78.8,72.2,-,-,-,-,-10,200,-,9.33,9.8,-,0,5,5,10,0,10,-,-,50,45,41,C,P,N,-,-,-,-,-,-,-8.13,ArcticCoastPermWet,139.82,11
62,Olefeldt,"Morrissey and Livingston, 1992, JGR",70,-150,"Arctic Coastal Plain, Alaska, US",ArcticCoast,USA,-,Lake Edge emergent Vegetation,Lake emerging vegetation,Marshes,-,S,1991,1987,-,1,J,C,14,1,-,-,1.950851459,89.3,79.3,53.8,-,-,-,-,-10,200,-,9.33,9.8,-,0,20,20,-,-,-,-,-,-,70,60,C,P,N,-,D,-,-,-,-,-8.13,ArcticCoastMarsh ,139.82,11
62,Olefeldt,"Morrissey and Livingston, 1992, JGR",69,-150,"Arctic Foothills, Alaska, US",ArcticFoothills,USA,-,Wet Meadow,Wet meadow,UpTundra,-,S,1991,1987,-,1,J,C,4,1,-,-,2.062205809,115.4,105.4,55.3,-,-,-,-,-10,200,-,9.13,15,-,0,-,-,-,-,-,-,-,4,55,49,C,P,N,-,-,-,-,-,-,-8,ArcticFoothillsUpTundra,161.574,11
63,Kuhn,"Munir & Strack, 2014, Ecosystems",55.35,-112.521667,"Wandering River, Alberta, Canada",Wandering,Canada,Control,Central Mixed Boreal forest,Dry Continental Bog,Bog,Y,TSF,2014,2013,182,5,MJuJAS,C,12,20,-,-,1.123851641,13.3,3.3,-,5,-,-,-,2.7,504,14.2,11.428,12.7,11.7,30,-30,-25,-,-,-,-,-,400,-,-,N,A,-,-,P,D,-,P,P,1.18,WanderingBog,465.306,6
63,Kuhn,"Munir & Strack, 2014, Ecosystems",55.35,-112.521667,"Wandering River, Alberta, Canada",Wandering,Canada,Control,Central Mixed Boreal forest,Dry Continental Bog,Bog,Y,TSF,2014,2012,181,5,MJuJAS,C,12,20,-,-,1.128722284,13.45,3.45,-,5,-,-,-,2.7,504,13.1,11.428,12,10.6,30,-25,-25,-,-,-,-,-,400,-,-,N,A,-,-,P,D,-,P,P,1.18,WanderingBog,465.306,6
63,Kuhn,"Munir & Strack, 2014, Ecosystems",55.35,-112.521667,"Wandering River, Alberta, Canada",Wandering,Canada,Control,Central Mixed Boreal forest,Dry Continental Bog,Bog,Y,TSF,2014,2011,180,5,MJuJAS,C,12,20,-,-,1.146128036,14,4,-,5,-,-,-,2.7,504,13.1,11.428,12.3,10.1,30,-20,-20,-,-,-,-,-,400,-,-,N,A,-,-,P,D,-,P,P,1.18,WanderingBog,465.306,6
64,Kuhn,"Murry et al., 2017, Science of the Total Environment ",56.57,-111.2753,"Fort McMurray, Alberta, Canada",Fort,Canada,Saline Fen ,Central Mixed Boreal forest,Saline fen,Fen,Y,TSF,2017,2015,120,4,MJuJA,C,28,9,-,-,1.158362492,14.4,4.4,-,-,-,-,-,0.96,419,-,13.035,-,-,5,-10,-10,-,-,-,-,-,-,-,-,N,A,N,10,D,P,A,A,A,-0.14,FortFen,432.18,6
64,Kuhn,"Murry et al., 2017, Science of the Total Environment ",56.38,-111.236067,"Fort McMurray, Alberta, Canada",Fort,Canada,Poor Fen,Central Mixed Boreal forest,Poor Fen,Fen,Y,TSF,2017,2015,120,4,MJuJA,C,28,9,-,-,1.530199698,33.9,23.9,-,-,-,-,-,0.96,419,-,13.035,-,-,5,-10,-10,-,-,-,-,-,-,-,-,N,A,N,10,D,P,A,A,A,-0.14,FortFen,465.578,6
65,Olefeldt,"Myers-Smith et al., 2007, JGR",64.63,-148.3333333,"Tanana River floodplain, Alaska, US",Tanana,USA,0/6,River floodplain,Peatland,Bog,-,S,2007,2004,-,2,JA,C,4,7,-,-,1.424881637,26.6,16.6,-,-,-,3.37,-,-,-,14.5,10.275,11.7,11.7,20,-,-,-,-,-,-,-,50,-,-,D,A,Y,-,D,D,A,A,A,-2.26,TananaBog,303.993,6
65,Olefeldt,"Myers-Smith et al., 2007, JGR",64.63,-148.3333333,"Tanana River floodplain, Alaska, US",Tanana,USA,12,River floodplain,Moat,-,-,S,2007,2004,-,2,JA,C,2,7,-,-,1.505149978,32,22,-,-,-,4.43,-,-,-,14.5,10.275,-,7,10,-,-,-,-,-,-,-,40,200,-,D,P,N,-,D,A,A,A,A,-2.26,Tanana-,303.993,6
65,Olefeldt,"Myers-Smith et al., 2007, JGR",64.63,-148.3333333,"Tanana River floodplain, Alaska, US",Tanana,USA,18/24/30,River floodplain,Burned Spruce forest,-,-,S,2007,2004,-,2,JA,C,6,7,-,-,-,-,-,-,-,-,3.94,-,-,-,14.5,10.275,11.8,-,10 cm,-29,-25,-7.5,-43,35.5,-,-,20,100,60,D,P,N,-,D,A,D,P,P,-2.26,Tanana-,303.993,6
66,Kuhn,Nadeau et al. 2013,53.67,-78.170556,"James Bay lowlands, northern Quebec, Canada",James,Canada,Bog,Boreal Forest,Boreal permafrost free peatland bog,Bog,Y,TSF,2013,2012,-,2,JA,E,-,-,-,0.25,1.812913357,65,55,-,75,-,-,-,-2.4,697,15,11.225,13,-,10,-15,-15,-17,-8,9,-,-,100,-,-,S,A,-,-,A,D,P,A,P,-2.13,JamesBog,659.072,6
67,Olefeldt,"Nakano et al., 2000, Atmospheric Environment",68.83,161.6666667,"Chersky, Sakha Republic, Russia",Chersky,Russia,CG,Tundra-Taiga transition,Dry,PermBog,-,S,2000,1995,-,2,JA,C,2,18,-,-,0.973127854,9.4,-0.6,-,1.5,-,-,-,-12.4,200,11.6,5.73,-,2.5,25,-15,-25,3,-65,68,-,-,10,-,58,C,P,N,-,A,D,P,A,P,-11.42,CherskyPermBog,172.217,6
67,Olefeldt,"Nakano et al., 2000, Atmospheric Environment",71.83,129,"Tiksi, Sakha Republic, Russia",Tiksi,Russia,TD ,Tundra,Dry peat mound,PermBog,-,S,2000,1993,-,2,JA,C,1,11,-,-,1.012837225,10.3,0.3,-,2.3,-,-,-,-13.4,200,3.2,5.695,-,4.2,15,-20,-20,-,-,-,-,-,-,-,35,C,P,N,-,P,P,P,A,D,-15.76,TiksiPermBog,-,-
67,Olefeldt,"Nakano et al., 2000, Atmospheric Environment",71.83,129,"Tiksi, Sakha Republic, Russia",Tiksi,Russia,TW ,Tundra,Waterlogged,PermWet,-,S,2000,1993,-,2,JA,C,1,14,-,-,1.750508395,56.3,46.3,-,76.3,-,-,-,-13.4,200,3.2,5.695,2.3,2.3,30,3,3,-,-,-,-,-,-,-,30,C,P,N,-,D,P,A,A,A,-15.76,TiksiPermWet,-,-
67,Olefeldt,"Nakano et al., 2000, Atmospheric Environment",68.83,161.6666667,"Chersky, Sakha Republic, Russia",Chersky,Russia,CW,Tundra-Taiga transition,Wet,PermWet,-,S,2000,1995,-,2,JA,C,2,18,-,-,2.464042205,291.1,281.1,-,520.4,-,-,-,-12.4,200,11.6,5.73,4.2,4.2,25,11.8,11.8,3,-65,68,-,-,11,-,59,C,P,N,-,P,D,P,A,P,-10.42,CherskyPermWet,172.217,6
68,Kuhn,"Natali et al., 2015, JGR",63.88,-149.225556,"Eight Mile Lake, Alaska, USA",Eight,USA,Ambient,Tundra,Moist Acidic Tundra,UpTundra,Y,TSF,2015,2011-2013,-,1,A,C,-,3,-,-,0.785329835,6.1,-3.9,-,0,70.66666667,251.6666667,-,-2.7,216,-,4.36,-,-,20,-22,-25,-15,-25,10,47.53333333,0-20,40,60.5,42.16666667,C,P,N,-,D,P,P,A,P,-3.75,EightUpTundra,354.924,11
69,Olefeldt,"Nykanen et al.,  2003, Global Biogeochemical cycles",69.82,27.16666667,"Kevo, Finland",Kevo,Finland,TR4,Palsa,Palsa,PermBog,-,S,2003,1998,-,4,JuJAS,C,3,36,-,0.2,1.045714059,11.11,1.11,-,-,0.63,0.54,1.17,-2,456,11,6.81,-,6.9,10,-35,-25,-,-,-,-,-,350,50,35,S,P,N,4,P,P,A,A,D,-1.6,KevoPermBog,571.916,11
69,Olefeldt,"Nykanen et al.,  2003, Global Biogeochemical cycles",69.82,27.16666667,"Kevo, Finland",Kevo,Finland,TR5,Palsa,Palsa,PermBog,-,S,2003,1999,-,4,JuJAS,C,3,36,-,0.2,1.087071206,12.22,2.22,-,-,0.63,0.54,1.17,-2,456,11,6.81,-,6.8,10,-35,-25,-,-,-,-,-,350,50,35,S,P,N,5,P,P,A,A,D,-1.6,KevoPermBog,571.916,11
69,Olefeldt,"Nykanen et al.,  2003, Global Biogeochemical cycles",69.82,27.16666667,"Kevo, Finland",Kevo,Finland,TR1-2,Subarctic oligotrophic fen,Subarctic oligotrophic fen,Fen,-,S,2003,1998,-,4,JuJAS,C,18,36,-,17.77,2.041392685,110,100,-,-,1.06,0.8,1.86,-2,456,11,6.81,-,7.8,10,-5,-5,-0.9,-9.3,8.4,-,-,-,-,-,S,A,N,4,D,D,A,A,A,-1.6,KevoFen,571.916,11
69,Olefeldt,"Nykanen et al.,  2003, Global Biogeochemical cycles",69.82,27.16666667,"Kevo, Finland",Kevo,Finland,TR3,Subarctic mesotrophic fen,Subarctic mesotrophic fen,Fen,-,S,2003,1998,-,4,JuJAS,C,3,36,-,26.4,2.185636577,153.3333333,143.3333333,-,-,1.53,1.32,2.85,-2,456,11,6.81,-,10.1,10,-1.9,-1.9,-,-,-,-,-,-,-,-,S,A,Y,4,D,D,A,A,A,-1.6,KevoFen,571.916,11
69,Olefeldt,"Nykanen et al.,  2003, Global Biogeochemical cycles",69.82,27.16666667,"Kevo, Finland",Kevo,Finland,TR1-3,Subarctic oligotrophic fen,Subarctic oligotrophic fen,Fen,-,S,2003,1999,-,4,JuJAS,C,18,36,-,17.77,2.188772291,154.4444444,144.4444444,-,-,1.06,0.8,1.86,-2,456,11,6.81,-,9.1,10,-3.5,-3.5,-0.9,-9.3,8.4,-,-,-,-,-,S,A,N,5,D,D,A,A,A,-1.6,KevoFen,571.916,11
69,Olefeldt,"Nykanen et al.,  2003, Global Biogeochemical cycles",69.82,27.16666667,"Kevo, Finland",Kevo,Finland,TR4,Subarctic mesotrophic fen,Subarctic mesotrophic fen,Fen,-,S,2003,1999,-,4,JuJAS,C,3,36,-,26.4,2.418669493,262.2222222,252.2222222,-,-,1.53,1.32,2.85,-2,456,11,6.81,-,9.5,10,-4.2,-4.2,0,-6.5,6.5,-,-,-,-,-,S,A,Y,5,D,D,A,A,A,-1.6,KevoFen,571.916,11
70,Olefeldt,"Oberbauer et al., 1998, JGR",68.63,-149.6333333,"Toolik Lake, Alaska, US",Toolik,USA,-,Upland Tundra,E. vaginatum,UpTundra,-,S,1998,1998 - 1999,-,2,JA,C,6,5,-,-,1.152288344,14.2,4.2,-,-,-,3.63,-,-6.9,322,-,5.29,6,-,5,-12,-12,-,-,-,-,-,-,42,30,C,P,N,-,D,P,P,A,P,-8.37,ToolikUpTundra,168.089,11
71,Kuhn,Olefeldt et al. 2017 GCB,64.82,-147.87,"Bonanza Creek, Alaska, US",Bonanza,USA,Fen,Fen,rich fen dominated by carex ,Fen,-,S,2017,2011,69,3,JuJA,C,18,-,69,-,1.13315465,13.58797222,3.587972222,3.82,-,-,-,-,-3.1,287,13.15706019,12.58333333,12.48863095,8.071488095,25,-27.84479167,-27.84479167,-,-,-,-,-,100,-,-,D,A,N,-,D,P,P,A,A,-2.21,BonanzaFen,281.827,6
71,Kuhn,Olefeldt et al. 2017 GCB,64.82,-147.87,"Bonanza Creek, Alaska, US",Bonanza,USA,Fen,Fen,rich fen dominated by carex ,Fen,-,S,2017,2010,69,3,JuJA,C,18,-,69,-,1.148070571,14.06276019,4.062760188,4.228273969,-,-,-,-,-3.1,287,15.37375,12.58333333,15.50470834,6.949194445,25,-19.86802083,-19.86802083,-,-,-,-,-,100,-,-,D,A,N,-,D,P,P,A,A,-2.21,BonanzaFen,281.827,6
71,Kuhn,Olefeldt et al. 2017 GCB,64.82,-147.87,"Bonanza Creek, Alaska, US",Bonanza,USA,Fen,Fen,rich fen dominated by carex ,Fen,-,S,2017,2006,69,3,JuJA,C,18,-,69,-,1.431663913,27.01866667,17.01866667,14.36,-,-,-,-,-3.1,287,13.33381944,12.58333333,14.73585931,8.741207295,25,-19.20833333,-19.20833333,-,-,-,-,-,100,-,-,D,A,N,-,D,P,P,A,A,-2.21,BonanzaFen,281.827,6
71,Kuhn,Olefeldt et al. 2017 GCB,64.82,-147.87,"Bonanza Creek, Alaska, US",Bonanza,USA,Fen,Fen,rich fen dominated by carex ,Fen,-,S,2017,2007,69,3,JuJA,C,18,-,69,-,1.478656664,30.10625,20.10625,16.5,-,-,-,-,-3.1,287,16.50059896,12.58333333,19.26641031,8.715038923,25,-5.65,-5.65,-,-,-,-,-,100,-,-,D,A,N,-,D,P,P,A,A,-2.21,BonanzaFen,281.827,6
71,Kuhn,Olefeldt et al. 2017 GCB,64.82,-147.87,"Bonanza Creek, Alaska, US",Bonanza,USA,Fen,Fen,rich fen dominated by carex ,Fen,-,S,2017,2008,69,3,JuJA,C,18,-,69,-,1.696731974,49.743,39.743,31.0055,-,-,-,-,-3.1,287,17.38625,12.58333333,15.63733394,10.3113796,25,-0.5,-0.5,-,-,-,-,-,100,-,-,D,A,N,-,D,P,P,A,A,-2.21,BonanzaFen,281.827,6
71,Kuhn,Olefeldt et al. 2017 GCB,64.82,-147.87,"Bonanza Creek, Alaska, US",Bonanza,USA,Fen,Fen,rich fen dominated by carex ,Fen,-,S,2017,2012,69,3,JuJA,C,18,-,69,-,1.993996113,98.62706572,88.62706572,93.40697855,-,-,-,-,-3.1,287,14.23175,12.58333333,15.41385101,11.71882441,25,5.689263186,5.689263186,-,-,-,-,-,100,-,-,D,A,N,-,D,P,P,A,A,-2.21,BonanzaFen,281.827,6
71,Kuhn,Olefeldt et al. 2017 GCB,64.82,-147.87,"Bonanza Creek, Alaska, US",Bonanza,USA,Fen,Fen,rich fen dominated by carex ,Fen,-,S,2017,2005,69,3,JuJA,C,18,-,69,-,2.020578631,104.8524615,94.85246154,87.21,-,-,-,-,-3.1,287,15.68092949,12.58333333,16.571039,13.58899579,25,-8,-8,-,-,-,-,-,100,-,-,D,A,N,-,D,P,P,A,A,-2.21,BonanzaFen,281.827,6
71,Kuhn,Olefeldt et al. 2017 GCB,64.82,-147.87,"Bonanza Creek, Alaska, US",Bonanza,USA,Fen,Fen,rich fen dominated by carex ,Fen,-,S,2017,2013,69,3,JuJA,C,18,-,69,-,2.054316197,113.3225132,103.3225132,114.9392078,-,-,-,-,-3.1,287,12.40475037,12.58333333,12.23620455,9.874996795,25,6.97794195,6.97794195,-,-,-,-,-,100,-,-,D,A,N,-,D,P,P,A,A,-2.21,BonanzaFen,281.827,6
71,Kuhn,Olefeldt et al. 2017 GCB,64.82,-147.87,"Bonanza Creek, Alaska, US",Bonanza,USA,Fen,Fen,rich fen dominated by carex ,Fen,-,S,2017,2009,69,3,JuJA,C,18,-,69,-,2.291804587,195.7963478,185.7963478,167.915,-,-,-,-,-3.1,287,13.8148943,12.58333333,16.66237177,12.0996609,25,-5.904149176,-5.904149176,-,-,-,-,-,100,-,-,D,A,N,-,D,P,P,A,A,-2.21,BonanzaFen,281.827,6
72,Olefeldt,"Oquist and Svensson, 2002, JGR",68.37,19.05,"Stordalen, Sweden",Stordalen,Sweden,B,Palsa complex,Ombrotrophic -wet,Bog,-,S,2002,1999,,1,J,C,6,11,-,-,1.380211242,24,14,-,-,4.5,6.2,10.8,-0.5,310,,8.55,-,8.9,10,-1.8,-1.8,10,-17,-,-,-,100,60,40,D,P,N,4.9,D,D,A,A,P,-2.86,StordalenBog,693.159,11
72,Olefeldt,"Oquist and Svensson, 2002, JGR",68.37,19.05,"Stordalen, Sweden",Stordalen,Sweden,B,Palsa complex,Ombrotrophic -wet,Bog,-,S,2002,1998,-,1,J,C,6,11,-,-,1.579783597,38,28,-,-,1.8,5.4,7.4,-0.5,310,11.3,8.55,-,-,10,-,-,-,-,-,-,-,100,60,40,D,P,N,3.9,D,D,A,A,P,-2.86,StordalenBog,693.159,11
72,Olefeldt,"Oquist and Svensson, 2002, JGR",68.37,19.05,"Stordalen, Sweden",Stordalen,Sweden,B,Palsa complex,Ombrotrophic -wet,Bog,-,S,2002,2000,,1,J,C,6,11,-,-,1.62324929,42,32,-,-,4.4,8.7,13.2,-0.5,310,,8.55,-,8.2,10,0.4,0.4,12,-9,-,-,-,100,60,40,D,P,N,5.9,D,D,A,A,P,-2.86,StordalenBog,693.159,11
72,Olefeldt,"Oquist and Svensson, 2002, JGR",68.37,19.05,"Stordalen, Sweden",Stordalen,Sweden,A,Palsa complex,Minerotrophic,Fen,-,S,2002,1999,,1,J,C,6,11,-,-,1.963787827,92,82,-,-,7,8.6,15.7,-0.5,310,,8.55,-,8.3,10,0.7,0.7,11,-9.7,-,-,-,101,-,-,D,-,-,6,D,A,A,A,A,-2.86,StordalenFen,693.159,11
72,Olefeldt,"Oquist and Svensson, 2002, JGR",68.37,19.05,"Stordalen, Sweden",Stordalen,Sweden,A,Palsa complex,Minerotrophic,Fen,-,S,2002,2000,,1,J,C,6,11,-,-,2.139879086,138,128,-,-,5,12.3,19.4,-0.5,310,,8.55,-,7.8,10,1.9,1.9,8,-3,-,-,-,102,-,-,D,-,-,7,D,A,A,A,A,-2.86,StordalenFen,693.159,11
72,Olefeldt,"Oquist and Svensson, 2002, JGR",68.37,19.05,"Stordalen, Sweden",Stordalen,Sweden,A,Palsa complex,Minerotrophic,Fen,-,S,2002,1998,-,1,J,C,6,11,-,-,2.521138084,332,322,-,-,10.7,11.3,21.7,-0.5,310,11,8.55,-,9.5,10,-,-,-,-,-,-,-,100,-,-,D,-,-,5,D,A,A,A,A,-2.86,StordalenFen,693.159,11
73,Olefeldt,"Parmentier et al., 2011, JGR",70.82,147.4833333,"Chokurdakh, Sakha Republic, Russia",Chokurdakh,Russia,-,Drained thermokarst lake,Dry sector,-,-,S,2011,2007 - 2009,-,2,JA,E,-,-,-,-,1.544068044,35,25,-,-,-,-,-,-10.5,-,-,5.16,12,-,3,-,-,-,-,-,-,-,5,25,15,C,P,N,-,P,P,P,A,D,-13.24,Chokurdakh-,195.316,11
73,Olefeldt,"Parmentier et al., 2011, JGR",70.82,147.4833333,"Chokurdakh, Sakha Republic, Russia",Chokurdakh,Russia,-,Drained thermokarst lake,Mixed sector,-,-,S,2011,2007 - 2009,-,2,JA,E,-,-,-,-,1.903089987,80,70,-,-,-,-,-,-10.5,-,-,5.16,12,-,3,-,-,-,-,-,-,-,10,35,20,C,P,N,-,P,P,P,A,P,-13.24,Chokurdakh-,195.316,11
73,Olefeldt,"Parmentier et al., 2011, JGR",70.82,147.4833333,"Chokurdakh, Sakha Republic, Russia",Chokurdakh,Russia,-,Drained thermokarst lake,Wet sector,PermWet,-,S,2011,2007 - 2009,-,2,JA,E,-,-,-,-,1.982271233,96,86,-,-,-,-,-,-10.5,-,-,5.16,12,-,3,-,-,-,-,-,-,-,15,45,25,C,P,N,-,D,D,P,A,P,-13.24,Chokurdakh-,195.316,11
74,Kuhn,"Pearson et al., 2015, Boreal Environmental Research",61.78,24.3,Southern Finland,Southern,Finland,Lakkasuo Prestine,Middle Boreal ,Oligo-mesotrophic sedge fen,Marshes,N,S,2015,2008-2010,-,3,JuJA,C,-,18,-,-,2.079181246,120,110,-,-,8.4,12,-,3.5,700,-,13.83,16,16,5,-7,-7,-,-,-,-,-,100,-,-,C,P,N,-,P,P,A,P,P ,4.11,SouthernFen,575.721,6
74,Kuhn,"Pearson et al., 2015, Boreal Environmental Research",62.22,23.383333,Southern Finland,SouthernFin,Finland,Narhineca Prestine,Middle Boreal ,Oligo-mesotrophic sedge fen,Marshes,N,S,2015,2008-2010,-,3,JuJA,C,-,18,-,-,2.230448921,170,160,-,-,7.2,16.8,-,3.5,700,-,14.14,15,15,5,-13,-13,-,-,-,-,-,15,-,-,C,P,N,-,P,P,A,P,P ,4.66,SouthernFinFen,554.395,6
